endTime,artistName,trackName,msPlayed,Language
2021-10-12 23:33,Jeremy Zucker,talk is overrated,189800,en
2021-10-12 23:36,One Direction,No Control,199720,es
2021-10-12 23:43,Drake,F*****g Fans,261544,en
2021-10-13 00:23,Haux,Homegrown,25290,en
2021-10-13 09:44,Omar Apollo,Hey Boy (feat. Kali Uchis),100423,te
2021-10-13 09:47,One Direction,No Control,199720,es
2021-10-13 09:51,Powfu,Life Is Changing,231000,en
2021-10-13 09:53,ZAYN,Entertainer,135740,en
2021-10-13 11:24,6LACK,ATL Freestyle,204128,en
2021-10-13 11:28,Verzache,Some Things,219428,en
2021-10-13 11:31,Kaash Paige,Frank Ocean,165383,en
2021-10-13 11:34,Powfu,throw it all away (feat. Jomie),176202,en
2021-10-13 11:38,Neanderthal,White Lies,228014,en
2021-10-13 11:42,6LACK,Pretty Little Fears (feat. J. Cole),240341,en
2021-10-13 11:46,Russ,Missin You Crazy,226693,en
2021-10-13 11:51,Drake,Not You Too (feat. Chris Brown),269680,en
2021-10-13 11:53,José González,Heartbeats,160240,en
2021-10-13 11:56,The Hunna,She's Casual,183760,en
2021-10-13 12:00,Haux,Homegrown,184212,en
2021-10-13 12:04,ROBPM,Starkiller,240065,en
2021-10-13 12:09,VCL,Acid Drop,297743,en
2021-10-13 12:14,VCL,Stay Safe & Drink Water,309000,en
2021-10-13 12:20,Doruksen,ACXD,378633,pt
2021-10-13 12:28,VCL,Pure Madness,340212,en
2021-10-13 12:32,Kozlov,Tchernobyl,188934,en
2021-10-13 12:36,Klanglos,Buddha on Acid,235542,en
2021-10-13 12:42,Coone,We Don't Care,348120,en
2021-10-13 12:48,Mike Steventon,Vibrations - Josh Lang Remix,379200,en
2021-10-13 12:51,YGNOR,One Move And You're Done,183540,en
2021-10-13 12:58,John Dopping,Cognition - Bryan Kearney's Heads Down Remix,394296,en
2021-10-13 13:01,Nico Moreno,Insolent Rave,186953,en
2021-10-13 13:05,Kendrick Lamar,LOVE. FEAT. ZACARI.,213400,en
2021-10-13 13:09,21 Savage,Bank Account,220306,en
2021-10-13 13:12,Migos,Straightenin,95733,en
2021-10-13 13:24,Surfaid,Cloud Nine,40000,en
2021-10-13 13:25,Surfaid,Joe's Point,40000,en
2021-10-13 13:26,Surfaid,Tavarua,40000,hi
2021-10-13 13:27,Surfaid,Special K,40000,en
2021-10-13 13:28,Surfaid,Mavericks,40000,en
2021-10-13 13:28,Surfaid,Coconuts,40000,en
2021-10-13 13:29,Surfaid,Angourie,40000,ht
2021-10-13 13:29,Surfaid,Lennox Head,40000,en
2021-10-13 13:30,Surfaid,Watergate Bay,40000,en
2021-10-13 13:31,Surfaid,Watego's,40000,en
2021-10-13 13:31,Surfaid,Killer Point,40000,en
2021-10-13 13:32,Surfaid,Snapper Rock,40000,en
2021-10-13 13:33,Surfaid,Ponta Preta,40000,pt
2021-10-13 13:34,Surfaid,Cape Hatteras Lighthouse,40000,en
2021-10-13 13:34,Surfaid,Byron Bay,40000,en
2021-10-13 13:35,Surfaid,Carrapateira,40000,pt
2021-10-13 13:35,Surfaid,Pipeline,40000,en
2021-10-13 13:36,Surfaid,Kuta,40000,sw
2021-10-13 13:37,Surfaid,Tamarindo Beach,40000,pt
2021-10-13 13:37,Surfaid,Sultans,40000,en
2021-10-13 13:38,Surfaid,Jeffreys,40000,en
2021-10-13 13:38,Surfaid,Fistral Beach,40000,en
2021-10-13 13:39,Surfaid,Honolua Bay,40000,haw
2021-10-13 13:40,Surfaid,Hossegor,40000,en
2021-10-13 13:40,Surfaid,Teahupo'o,40000,mi
2021-10-13 13:41,Surfaid,Hanalei Bay,38042,haw
2021-10-13 13:41,Surfaid,Superbank,40000,en
2021-10-13 13:42,Surfaid,Okinawa,40000,en
2021-10-13 13:43,Surfaid,Mentawai (feat. Dr Dave Jenkins),40000,en
2021-10-13 13:44,Surfaid,Malibu,40000,zh
2021-10-13 13:44,Surfaid,Gold Coast,40000,en
2021-10-13 13:45,Surfaid,Les Chavaliers,40000,fr
2021-10-13 13:46,Surfaid,Manu Bay,40000,ro
2021-10-13 13:46,Surfaid,The Bubble,40000,en
2021-10-13 13:47,Surfaid,Supertubes,40000,en
2021-10-13 13:47,Surfaid,Playa Grande,40000,es
2021-10-13 13:48,Surfaid,Big Wave Bay,40000,en
2021-10-13 13:49,Surfaid,Tofina,40000,mg
2021-10-13 13:49,Surfaid,Bondi,40000,en
2021-10-13 13:50,Surfaid,Backdoor,40000,en
2021-10-13 13:50,Surfaid,Rincon,40000,en
2021-10-13 13:51,Surfaid,Bairritz,40000,en
2021-10-13 13:52,Surfaid,Riyuewan Bay,40000,en
2021-10-13 13:52,Surfaid,Couldbreak,40208,en
2021-10-13 13:53,Surfaid,Mavericks,40000,en
2021-10-13 13:54,Surfaid,Montanita Beach,40000,en
2021-10-13 13:55,Surfaid,Uluwatu,40000,id
2021-10-13 13:55,Surfaid,Montanita Beach,40000,en
2021-10-13 13:56,Surfaid,Pasta Point,40000,en
2021-10-13 13:56,Surfaid,Bundoran,40000,ja
2021-10-13 13:57,Surfaid,Siargo Island,40000,en
2021-10-13 14:08,Surfaid,Joe's Point,40000,en
2021-10-13 14:08,Surfaid,Cloud Nine,40000,en
2021-10-13 14:09,Surfaid,Tavarua,40000,hi
2021-10-13 14:10,Surfaid,Special K,40000,en
2021-10-13 14:11,Surfaid,Mavericks,40000,en
2021-10-13 14:11,Surfaid,Coconuts,40000,en
2021-10-13 14:12,Surfaid,Angourie,40000,ht
2021-10-13 14:12,Surfaid,Lennox Head,40000,en
2021-10-13 14:13,Surfaid,Watergate Bay,40000,en
2021-10-13 14:14,Surfaid,Watego's,40000,en
2021-10-13 14:14,Surfaid,Killer Point,40000,en
2021-10-13 14:15,Surfaid,Snapper Rock,40000,en
2021-10-13 14:16,Surfaid,Ponta Preta,40000,pt
2021-10-13 14:16,Surfaid,Byron Bay,40000,en
2021-10-13 14:17,Surfaid,Cape Hatteras Lighthouse,40000,en
2021-10-13 14:17,Surfaid,Pipeline,40000,en
2021-10-13 14:18,Surfaid,Carrapateira,40000,pt
2021-10-13 14:19,Surfaid,Kuta,40000,sw
2021-10-13 14:19,Surfaid,Sultans,40000,en
2021-10-13 14:20,Surfaid,Tamarindo Beach,40000,pt
2021-10-13 14:21,Surfaid,Jeffreys,40000,en
2021-10-13 14:22,Surfaid,Fistral Beach,40000,en
2021-10-13 14:22,Surfaid,Honolua Bay,40000,haw
2021-10-13 14:23,Surfaid,Hossegor,40000,en
2021-10-13 14:23,Surfaid,Teahupo'o,40000,mi
2021-10-13 14:24,Surfaid,Superbank,40000,en
2021-10-13 14:25,Surfaid,Okinawa,40000,en
2021-10-13 14:25,Surfaid,Hanalei Bay,38042,haw
2021-10-13 14:26,Surfaid,Mentawai (feat. Dr Dave Jenkins),40000,en
2021-10-13 14:26,Surfaid,Malibu,40000,zh
2021-10-13 14:27,Surfaid,Gold Coast,40000,en
2021-10-13 14:28,Surfaid,Les Chavaliers,40000,fr
2021-10-13 14:29,Surfaid,Manu Bay,40000,ro
2021-10-13 14:29,Surfaid,The Bubble,40000,en
2021-10-13 14:30,Surfaid,Playa Grande,40000,es
2021-10-13 14:31,Surfaid,Supertubes,40000,en
2021-10-13 14:31,Surfaid,Big Wave Bay,40000,en
2021-10-13 14:32,Surfaid,Tofina,40000,mg
2021-10-13 14:32,Surfaid,Bondi,40000,en
2021-10-13 14:33,Surfaid,Backdoor,40000,en
2021-10-13 14:34,Surfaid,Bairritz,40000,en
2021-10-13 14:34,Surfaid,Rincon,40000,en
2021-10-13 14:35,Surfaid,Riyuewan Bay,40000,en
2021-10-13 14:35,Surfaid,Couldbreak,40208,en
2021-10-13 14:36,Surfaid,Mavericks,40000,en
2021-10-13 14:37,Surfaid,Uluwatu,40000,id
2021-10-13 14:37,Surfaid,Montanita Beach,40000,en
2021-10-13 14:38,Surfaid,Pasta Point,40000,en
2021-10-13 14:38,Surfaid,Bundoran,40000,ja
2021-10-13 14:39,Surfaid,Siargo Island,40000,en
2021-10-13 14:44,Pop Smoke,Mood Swings (feat. Lil Tjay),0,en
2021-10-13 14:48,SZA,Love Galore (feat. Travis Scott),275080,en
2021-10-13 14:52,Metro Boomin,Dreamcatcher (feat. Swae Lee & Travis Scott),211920,en
2021-10-13 14:55,Metro Boomin,Space Cadet (feat. Gunna),203266,en
2021-10-13 15:00,Drake,No Friends In The Industry,169594,en
2021-10-13 15:07,Drake,In The Bible (with Lil Durk & Giveon),163878,en
2021-10-13 18:48,Drake,In The Bible (with Lil Durk & Giveon),133048,en
2021-10-13 18:51,NAV,Glow Up,160666,en
2021-10-13 18:54,Internet Money,Giddy Up (feat. Wiz Khalifa & 24KGoldn),157852,en
2021-10-13 18:58,Jeremih,Impatient,126052,en
2021-10-13 19:03,Jeremih,Impatient,57344,en
2021-10-13 19:03,Kaash Paige,London,0,en
2021-10-13 19:04,Jaden,PCH,2405,en
2021-10-13 19:04,Summer Walker,My Affection (with PARTYNEXTDOOR),60131,en
2021-10-13 19:07,ODIE,North Face,196799,en
2021-10-13 19:10,Russ,"Psycho, Pt. 2",98483,en
2021-10-13 19:34,NF,When I Grow Up,196800,en
2021-10-13 19:37,Skrillex,HUMBLE. - SKRILLEX REMIX,156800,en
2021-10-13 19:40,Octavian,Take It Easy (feat. Smokepurpp),876,en
2021-10-13 19:40,NF,Let Me Go,916,en
2021-10-13 19:40,NF,Options,2602,en
2021-10-13 19:40,Post Malone,Candy Paint,1143,en
2021-10-13 19:40,NF,WHY,139828,en
2021-10-13 19:41,NF,PAID MY DUES,1547,en
2021-10-13 19:41,XXXTENTACION,Moonlight,105246,en
2021-10-13 19:47,Future,Fine China,6328,en
2021-10-13 19:47,Travis Scott,SICKO MODE,312820,en
2021-10-13 19:50,Gunna,Car Sick (feat. NAV & Metro Boomin),166166,en
2021-10-13 19:54,Drake,Laugh Now Cry Later (feat. Lil Durk),241827,en
2021-10-13 19:57,DJ Khaled,GREECE (feat. Drake),175736,en
2021-10-13 20:00,Ramz,Barking,202826,en
2021-10-13 20:02,Young Thug,The London (feat. J. Cole & Travis Scott),113884,en
2021-10-13 20:12,KYLE,iSpy (feat. Lil Yachty) - No Intro,0,en
2021-10-13 20:15,Drake,Pain 1993 (with Playboi Carti),149077,en
2021-10-13 20:19,Russ,Missin You Crazy,10775,en
2021-10-13 20:19,Liza Anne,"1,000 Years",219000,en
2021-10-13 20:56,Kendrick Lamar,LOVE. FEAT. ZACARI.,213400,en
2021-10-13 21:01,Drake,Fair Trade (with Travis Scott),291175,en
2021-10-13 21:04,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),190476,en
2021-10-13 21:08,G-Eazy,Let's Get Lost (feat. Devon Baldwin),240680,en
2021-10-13 21:11,Roddy Ricch,High Fashion (feat. Mustard),220486,en
2021-10-13 21:13,NAV,Ralo,89789,pt
2021-10-13 21:15,NAV,Ralo,94208,pt
2021-10-13 21:17,NAV,Bring It Back,129666,en
2021-10-13 21:20,NAV,Champion (feat. Travis Scott),195053,en
2021-10-13 21:23,Juice WRLD,All Girls Are The Same,165819,en
2021-10-13 21:27,Post Malone,Paranoid,221786,en
2021-10-13 21:42,Drake,Fountains (with Tems),192417,en
2021-10-13 21:45,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,158040,en
2021-10-13 21:48,J. Cole,MIDDLE CHILD,213593,en
2021-10-13 21:53,J. Cole,Deja Vu,264746,ro
2021-10-13 21:55,J. Cole,a m a r i,148421,en
2021-10-13 21:57,Lil Uzi Vert,Leaders (feat. NAV),94911,en
2021-10-13 22:01,Metro Boomin,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",265120,en
2021-10-13 22:02,Meric,Take Off (feat. Paul Rey),13218,en
2021-10-13 22:02,NAV,Myself,3090,en
2021-10-13 22:05,Travis Scott,R.I.P. SCREW,185610,en
2021-10-13 22:08,Roddy Ricch,Start Wit Me (feat. Gunna),158691,en
2021-10-13 22:12,Lil Tjay,Ruthless (feat. Jay Critch),244573,en
2021-10-13 22:15,Drake,Knife Talk (with 21 Savage ft. Project Pat),91919,en
2021-10-13 22:18,Lil Tjay,20/20,230448,und
2021-10-13 22:22,Drake,Fountains (with Tems),192417,en
2021-10-13 22:24,JAY-Z,Ni**as In Paris,56133,en
2021-10-14 07:50,Roddy Ricch,late at night,174682,en
2021-10-14 07:53,Yung Gravy,Whip A Tesla,153733,en
2021-10-14 07:57,Kendrick Lamar,PRIDE.,275253,en
2021-10-14 08:01,SZA,Love Galore (feat. Travis Scott),199068,en
2021-10-14 08:06,PARTYNEXTDOOR,LOYAL (feat. Drake and Bad Bunny) - Remix,281119,en
2021-10-14 08:08,Lil Peep,white wine,156800,en
2021-10-14 08:13,Drake,IMY2 (with Kid Cudi),252378,en
2021-10-14 08:17,French Montana,Unforgettable,233901,en
2021-10-14 08:21,NAV,Champion (feat. Travis Scott),195053,en
2021-10-14 08:24,Ramz,Barking,202826,en
2021-10-14 08:31,Post Malone,Goodbyes (feat. Young Thug),6199,en
2021-10-14 09:04,DaBaby,TOES (feat. Lil Baby & Moneybagg Yo),13165,en
2021-10-14 09:04,Metro Boomin,10 Freaky Girls (with 21 Savage),208293,en
2021-10-14 09:11,BROCKHAMPTON,BANKROLL (feat. A$AP Rocky & A$AP Ferg),71850,en
2021-10-14 09:50,DJ Khaled,GREECE (feat. Drake),218901,en
2021-10-14 09:55,Lewis Capaldi,Before You Go,215106,en
2021-10-14 09:58,Kaash Paige,Love Songs - Bonus,148640,en
2021-10-14 09:58,Sam Smith,Fire On Fire,15336,en
2021-10-14 10:01,Kina,Get You The Moon (feat. Snøw),179080,en
2021-10-14 10:02,Ruel,too many feelings,2368,en
2021-10-14 10:02,Ruel,too many feelings,2731,en
2021-10-14 10:02,Ruel,too many feelings,14101,en
2021-10-14 10:05,Ruel,too many feelings,189140,en
2021-10-14 10:07,Olivia Rodrigo,drivers license,117978,en
2021-10-14 10:11,Troye Sivan,Strawberries & Cigarettes,201538,en
2021-10-14 10:13,Justin Bieber,Lonely (with benny blanco),149189,en
2021-10-14 10:16,Don Toliver,No Idea,154424,es
2021-10-14 10:19,"Tyler, The Creator",See You Again (feat. Kali Uchis),180386,en
2021-10-14 10:25,Jaden,PCH,351202,en
2021-10-14 10:28,ODIE,North Face,196799,en
2021-10-14 10:28,6LACK,Pretty Little Fears (feat. J. Cole),15802,en
2021-10-14 11:07,6LACK,Pretty Little Fears (feat. J. Cole),3752,en
2021-10-14 11:07,Izzamuzzic,Adventure - Original Mix,782,en
2021-10-14 11:11,Russ,Missin You Crazy,226693,en
2021-10-14 11:13,Kaash Paige,Frank Ocean,165383,en
2021-10-14 11:18,blackbear,idfc,245172,yo
2021-10-14 11:21,ODIE,North Face,196799,en
2021-10-14 11:24,Garrett Nash,be,197749,en
2021-10-14 11:29,LANY,Malibu Nights,286928,en
2021-10-14 11:33,Drake,Not You Too (feat. Chris Brown),269680,en
2021-10-14 11:36,Ryan Caraveo,Nutcase,146739,en
2021-10-14 11:40,Khalid,Better,229412,en
2021-10-14 11:42,keshi,skeletons,152480,en
2021-10-14 11:46,QUIN,Mushroom Chocolate (with 6LACK),226638,en
2021-10-14 11:49,Kaash Paige,Love Songs - Bonus,148640,en
2021-10-14 11:50,Bazzi,Honest,16322,en
2021-10-14 11:54,Bazzi,Honest,159022,en
2021-10-14 11:56,Haux,Homegrown,987,en
2021-10-14 11:56,Surf Mesa,ily (i love you baby) (feat. Emilee),130991,en
2021-10-14 11:56,Lil Tjay,20/20,1116,und
2021-10-14 11:56,Jhené Aiko,B.S. (feat. H.E.R.),23,en
2021-10-14 11:56,The Lumineers,Ophelia,725,en
2021-10-14 11:57,Lauv,Tattoos Together,16231,en
2021-10-14 13:01,Lauv,Tattoos Together,170383,en
2021-10-14 13:04,KSI,Holiday,193733,en
2021-10-14 13:07,Tate McRae,rubberband,147713,af
2021-10-14 13:09,Harry Styles,Watermelon Sugar,23630,en
2021-10-14 15:20,Khalid,Better,650,en
2021-10-14 15:20,Drake,Losses,850,en
2021-10-14 15:20,Drake,Losses,910,en
2021-10-14 15:36,Khalid,Better,2510,en
2021-10-14 15:46,PARTYNEXTDOOR,SHOWING YOU,286781,en
2021-10-14 15:50,6LACK,Cutting Ties,231986,en
2021-10-14 17:13,6LACK,Cutting Ties,239853,en
2021-10-14 17:15,Jack & Jack,2 Cigarettes,43218,en
2021-10-14 17:17,Jack & Jack,2 Cigarettes,3148,en
2021-10-14 17:20,Bryce Vine,Drew Barrymore,191146,en
2021-10-14 17:20,Lil Tjay,Calling My Phone,2566,en
2021-10-14 17:23,Bryce Vine,Drew Barrymore,191146,en
2021-10-14 17:27,Lil Tjay,Calling My Phone,205458,en
2021-10-14 17:31,Russ,September 16,249866,en
2021-10-14 17:35,Izzamuzzic,Calm Me Down,233301,en
2021-10-14 17:36,Jeremy Zucker,glisten (interlude),89106,en
2021-10-14 17:40,James Arthur,Say You Won't Let Go,211466,en
2021-10-14 17:45,Jhené Aiko,Sativa,276960,pt
2021-10-14 17:47,Kid Cudi,Lovin’ Me (feat. Phoebe Bridgers),165893,en
2021-10-14 17:51,Lauv,Chasing Fire - Stripped – Live in London,213000,en
2021-10-14 17:54,Lauv,i'm so tired... - Stripped - Live in LA,187675,en
2021-10-14 17:57,One Direction,No Control,199720,es
2021-10-14 18:00,Bazzi,03:15,142557,und
2021-10-14 18:04,Powfu,Life Is Changing,231000,en
2021-10-14 18:07,benny blanco,Eastside (with Halsey & Khalid),173799,en
2021-10-14 18:10,Glass Animals,Heat Waves,238805,en
2021-10-14 18:12,Omar Apollo,Hey Boy (feat. Kali Uchis),102160,te
2021-10-14 18:18,Miguel,Come Through and Chill (feat. J. Cole & Salaam Remi),322000,en
2021-10-14 18:21,Pop Smoke,Mood Swings (feat. Lil Tjay),213333,en
2021-10-14 18:23,Jhené Aiko,P*$$Y Fairy (OTW),93626,en
2021-10-14 23:36,Dean Lewis,Waves,241292,en
2021-10-14 23:39,ZAYN,Entertainer,202600,en
2021-10-14 23:42,Bryson Tiller,Don't,198293,en
2021-10-14 23:47,Khalid,OTW,263013,ms
2021-10-15 00:00,Summer Walker,My Affection (with PARTYNEXTDOOR),142640,en
2021-10-15 00:05,Maroon 5,Daylight,37580,en
2021-10-15 00:05,Summer Walker,My Affection (with PARTYNEXTDOOR),71501,en
2021-10-15 08:48,Jeremy Zucker,talk is overrated,189800,en
2021-10-15 08:51,Drake,Pain 1993 (with Playboi Carti),149077,en
2021-10-15 08:54,6LACK,ATL Freestyle,204128,en
2021-10-15 08:57,José González,Heartbeats,160240,en
2021-10-15 08:59,Drake,F*****g Fans,138184,en
2021-10-15 09:39,Khalid,Better,227147,en
2021-10-15 09:43,Drake,Losses,271183,en
2021-10-15 09:54,Drake,F*****g Fans,249984,en
2021-10-15 09:57,Kaash Paige,Soul Ties,182373,en
2021-10-15 09:59,6LACK,Long Nights,157020,en
2021-10-15 10:04,Drake,Losses,271183,en
2021-10-15 10:06,Verzache,Some Things,140098,en
2021-10-15 10:11,VCL,Stay Safe & Drink Water,302222,en
2021-10-15 10:16,Doruksen,ACXD,256090,pt
2021-10-15 10:22,Lemane,Angry People,350063,en
2021-10-15 10:26,ROBPM,Starkiller,240065,en
2021-10-15 10:32,Noneoftheabove,Ketchup,334317,en
2021-10-15 10:37,Nico Moreno,Purple Widow,19259,en
2021-10-15 10:37,VCL,Stay Safe & Drink Water,309000,en
2021-10-15 10:42,VCL,Acid Drop,297743,en
2021-10-15 10:45,Shlømo,Welcome Back Devil,181935,en
2021-10-15 10:51,Coone,We Don't Care,348120,en
2021-10-15 10:58,John Dopping,Cognition - Bryan Kearney's Heads Down Remix,394296,en
2021-10-15 11:03,Klanglos,Buddha on Acid,174246,en
2021-10-15 11:25,Khalid,Coaster,199120,en
2021-10-15 11:27,Taba Chake,Walk With Me,115403,en
2021-10-15 11:29,Illuwn,Nowhere to Go,155750,en
2021-10-15 11:32,Kina,Nobody Cares,175229,en
2021-10-15 11:36,Finding Hope,03:00,201951,und
2021-10-15 11:39,One Direction,Night Changes,226600,en
2021-10-15 11:43,Kina,Can We Kiss Forever?,187931,en
2021-10-15 11:43,Anuv Jain,Ocean,9098,en
2021-10-15 11:45,Kina,Baby You're Worth It,130925,en
2021-10-15 11:48,One Direction,Fireproof,174080,en
2021-10-15 11:51,Jeremy Zucker,you were good to me,219146,en
2021-10-15 11:55,Kina,Are You Still With Him,193567,en
2021-10-15 11:59,One Direction,18,248360,und
2021-10-15 12:01,Jeremy Zucker,"we're fucked, it's fine",103760,en
2021-10-15 12:05,LANY,Malibu Nights,257937,en
2021-10-15 12:52,Omar Apollo,Trouble,878,en
2021-10-15 12:55,Lauv,i'm so tired... - Stripped - Live in LA,187675,en
2021-10-15 12:58,benny blanco,Eastside (with Halsey & Khalid),173799,en
2021-10-15 13:01,Jeremy Zucker,better off,193946,en
2021-10-15 13:06,Jeremy Zucker,scared,34621,en
2021-10-15 13:08,Jeremy Zucker,scared,66430,en
2021-10-15 13:12,ZAYN,Tightrope,204746,en
2021-10-15 13:14,Adin,She Make It Clap Freestyle,162084,en
2021-10-15 13:17,Bazzi,Beautiful (feat. Camila Cabello),180000,en
2021-10-15 13:21,Khalid,Motion,235880,en
2021-10-15 13:25,Powfu,step into my life,202500,en
2021-10-15 13:27,YG Rob,Way Up,161684,en
2021-10-15 13:29,Jack & Jack,2 Cigarettes,1207,en
2021-10-15 13:29,Chelsea Cutler,sometimes,111609,en
2021-10-15 13:32,Russ,Yung God,167575,fil
2021-10-15 13:35,Dawin,Dessert,180015,en
2021-10-15 14:37,Jeremy Zucker,julia,260866,en
2021-10-15 14:40,Lil Skies,Havin My Way (feat. Lil Durk),211653,en
2021-10-15 14:42,Jeremih,Impatient,103427,en
2021-10-15 14:46,piri,soft spot,219529,en
2021-10-15 14:49,Lauv,i'm so tired...,162586,en
2021-10-15 14:50,Drake,Jorja Interlude,107673,mt
2021-10-15 14:54,Rae Sremmurd,Come Get Her,212946,en
2021-10-15 14:57,Lauv,Changes,160186,en
2021-10-15 15:01,NF,The Search,248040,en
2021-10-15 15:04,Frank Ocean,Thinkin Bout You,110540,en
2021-10-15 15:36,Frank Ocean,Thinkin Bout You,22741,en
2021-10-15 18:34,Frank Ocean,Thinkin Bout You,197358,en
2021-10-15 18:39,Willamette Stone,I Never Wanted to Go,172878,en
2021-10-15 18:43,Willamette Stone,I Never Wanted to Go,1624,en
2021-10-15 18:46,Frank Ocean,Thinkin Bout You,200746,en
2021-10-15 18:50,Willamette Stone,I Never Wanted to Go,224244,en
2021-10-15 19:14,Willamette Stone,I Never Wanted to Go,680,en
2021-10-15 19:20,Ben Howard,Promise,384080,en
2021-10-15 19:24,One Direction,Perfect,81523,en
2021-10-15 19:27,Kaash Paige,London,167840,en
2021-10-15 19:30,Lauv,i'm so tired... - Stripped - Live in LA,187675,en
2021-10-15 19:33,guccihighwaters,i thought i died inside,186480,en
2021-10-15 19:38,H.E.R.,Slide,233832,en
2021-10-15 19:41,ODIE,North Face,196799,en
2021-10-15 19:47,6LACK,Cutting Ties,331294,en
2021-10-15 19:50,Doja Cat,Wine Pon You (feat. Konshens),219000,en
2021-10-15 19:54,Don Toliver,Euphoria (feat. Travis Scott & Kaash Paige),216004,en
2021-10-15 19:58,Lauv,Tattoos Together,186613,en
2021-10-15 20:03,Miguel,Come Through and Chill (feat. J. Cole & Salaam Remi),322000,en
2021-10-15 20:04,Haux,Homegrown,2820,en
2021-10-15 20:04,Maroon 5,Daylight,7634,en
2021-10-15 20:05,Frank Ocean,Thinkin Bout You,88850,en
2021-10-15 20:10,Jeremy Zucker,julia,260866,en
2021-10-15 20:14,Bryce Vine,Drew Barrymore,191146,en
2021-10-15 20:15,Ryan Caraveo,Nutcase,73667,en
2021-10-15 20:18,Neanderthal,Get Out of My Head,185410,en
2021-10-15 20:21,Neanderthal,White Lies,193220,en
2021-10-15 20:27,Verzache,Some Things,327101,en
2021-10-15 20:30,Frank Ocean,Thinkin Bout You,200746,en
2021-10-15 20:34,Doja Cat,Wine Pon You (feat. Konshens),219000,en
2021-10-15 20:38,Bryson Tiller,Exchange,194613,en
2021-10-15 20:46,Jhené Aiko,B.S. (feat. H.E.R.),212866,en
2021-10-15 20:52,Kid Cudi,Lord I Know,205896,en
2021-10-15 20:55,keshi,skeletons,152480,en
2021-10-15 20:58,ZAYN,Entertainer,202600,en
2021-10-15 20:58,Olivia Rodrigo,deja vu,5707,ro
2021-10-15 21:02,Khalid,Better,224860,en
2021-10-15 21:06,ZAYN,Outside,208920,en
2021-10-15 21:10,KSI,Holiday,193733,en
2021-10-15 21:14,Eluzai,call my friends...,197142,en
2021-10-15 21:15,XXXTENTACION,Everybody Dies In Their Nightmares,95466,en
2021-10-15 21:18,Russ,"Psycho, Pt. 2",161985,en
2021-10-15 21:21,Olivia Rodrigo,deja vu,215506,ro
2021-10-15 21:24,Bazzi,03:15,167018,und
2021-10-15 21:28,PnB Rock,Selfish,245604,en
2021-10-15 21:31,Ruel,too many feelings,186935,en
2021-10-15 21:36,Khalid,OTW,263013,ms
2021-10-15 21:39,Neanderthal,White Lies,230909,en
2021-10-15 21:42,Kaash Paige,London,167840,en
2021-10-15 21:46,6LACK,Pretty Little Fears (feat. J. Cole),240341,en
2021-10-15 21:49,Bazzi,Honest,175093,en
2021-10-15 21:52,ZAYN,Entertainer,202600,en
2021-10-15 21:55,Kina,Get You The Moon (feat. Snøw),179080,en
2021-10-15 21:58,Drake,Pain 1993 (with Playboi Carti),149077,en
2021-10-15 22:02,LANY,Malibu Nights,286928,en
2021-10-15 22:07,Jhené Aiko,Sativa,276960,pt
2021-10-15 22:10,Surf Mesa,ily (i love you baby) (feat. Emilee),176546,en
2021-10-15 22:13,Khalid,8TEEN,183273,en
2021-10-15 22:13,Khalid,8TEEN,7522,en
2021-10-15 22:15,Sean Paul,Temperature,130224,en
2021-10-15 22:19,Sean Paul,Get Busy,211666,en
2021-10-15 22:22,Timbaland,The Way I Are,179120,en
2021-10-15 22:24,Flo Rida,My House,121151,en
2021-10-15 22:24,Kendrick Lamar,LOVE. FEAT. ZACARI.,10933,en
2021-10-15 22:28,Metro Boomin,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",222067,en
2021-10-15 22:30,Travis Scott,SICKO MODE,159973,en
2021-10-15 22:33,Travis Scott,R.I.P. SCREW,154813,en
2021-10-15 22:36,Roddy Ricch,High Fashion (feat. Mustard),169310,en
2021-10-15 22:37,Post Malone,I Fall Apart,85765,en
2021-10-15 22:40,Drake,Laugh Now Cry Later (feat. Lil Durk),144206,en
2021-10-15 22:41,Drake,One Dance,107830,en
2021-10-15 22:45,Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",195428,en
2021-10-15 22:46,Jaden,PCH,67735,en
2021-10-15 22:49,NAV,Some Way,161952,en
2021-10-15 22:49,Ramz,Barking,1150,en
2021-10-15 22:52,French Montana,Unforgettable,233901,en
2021-10-15 22:55,NAV,Champion (feat. Travis Scott),166091,en
2021-10-15 22:57,benny blanco,Eastside (with Halsey & Khalid),133648,en
2021-10-15 23:01,Metro Boomin,Space Cadet (feat. Gunna),203266,en
2021-10-15 23:01,Drake,TSU,7232,en
2021-10-15 23:04,Metro Boomin,Dreamcatcher (feat. Swae Lee & Travis Scott),201723,en
2021-10-15 23:08,yung g,KRONOS!,209701,en
2021-10-15 23:08,Q.U.A.K.E,Creation of Reality - Original Mix,10893,en
2021-10-15 23:10,J Balvin,In Da Getto,124717,it
2021-10-15 23:12,CKay,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,124810,en
2021-10-15 23:13,Bazzi,No Way!,16856,en
2021-10-15 23:16,piri,soft spot,219529,en
